Member_Name,Date,Item
1379,13/07/2015,cabbage
4289,08/10/2015,mango
2775,06/11/2015,mango
4010,29/12/2015,mango
1782,10/10/2015,mango
1360,23/10/2015,mango
3572,09/07/2015,mango
1027,17/05/2015,mango
3302,22/05/2015,mango
4326,29/09/2015,mango
1897,25/01/2015,mango
3953,10/01/2015,mango
1663,19/05/2015,mango
3598,15/04/2015,mango
3375,06/01/2015,mango
3638,26/05/2015,mango
4017,13/08/2015,mango
1766,21/01/2015,mango
2702,27/05/2015,mango
4389,27/08/2015,mango
4605,28/05/2015,mango
1489,13/03/2015,mango
1757,24/02/2015,mango
1542,07/08/2015,mango
4509,14/06/2015,mango
4104,12/06/2015,mango
3164,30/04/2015,mango
2568,22/07/2015,mango
4506,11/08/2015,mango
3997,12/10/2015,mango
4437,09/10/2015,mango
1832,28/09/2015,mango
1379,18/05/2015,mango
1273,31/01/2015,mango
4916,26/02/2015,mango
2518,03/05/2015,mango
3997,09/06/2015,mango
3680,24/11/2015,mango
2928,11/02/2015,mango
4074,27/05/2015,mango
4859,07/07/2015,mango
1146,12/09/2015,mango
2868,20/03/2015,mango
1259,27/11/2015,mango
4531,29/09/2015,mango
4695,09/09/2015,mango
4217,23/11/2015,mango
1308,14/03/2015,mango
2375,09/12/2015,mango
4428,23/08/2015,mango
2480,14/08/2015,mango
2120,07/10/2015,mango
2655,01/07/2015,mango
2069,10/02/2015,mango
3012,20/09/2015,mango
3597,23/06/2015,mango
4468,15/06/2015,mango
4844,23/02/2015,mango
3768,16/01/2015,mango
2133,11/07/2015,mango
4573,25/01/2015,mango
2440,08/06/2015,mango
2616,17/03/2015,mango
2632,01/07/2015,mango
2600,18/02/2015,mango
3166,28/04/2015,mango
1319,19/05/2015,mango
1649,16/05/2015,mango
1831,09/01/2015,mango
4303,25/12/2015,mango
2404,08/03/2015,mango
1148,09/07/2015,mango
2257,13/03/2015,mango
2314,25/11/2015,mango
4079,20/09/2015,mango
4304,14/02/2015,mango
3438,26/10/2015,mango
1068,01/07/2015,mango
1104,27/10/2015,mango
3855,30/04/2015,mango
2002,20/10/2015,mango
2284,18/03/2015,mango
1353,09/02/2015,mango
4718,12/06/2015,mango
3688,23/10/2015,mango
2208,30/07/2015,mango
3819,12/04/2015,mango
4012,16/05/2015,mango
4657,15/08/2015,mango
3924,07/02/2015,mango
3339,08/10/2015,mango
3255,29/04/2015,mango
3413,31/01/2015,mango
4003,23/12/2015,mango
1839,09/10/2015,mango
4376,22/11/2015,mango
4601,22/07/2015,mango
2275,19/05/2015,mango
2840,07/08/2015,mango
4951,13/03/2015,mango
3042,16/01/2015,mango
1503,12/05/2015,mango
2557,23/10/2015,mango
4016,21/04/2015,mango
2167,29/05/2015,mango
4632,04/10/2015,mango
3205,17/01/2015,mango
3758,06/03/2015,mango
3548,11/06/2015,mango
3551,24/07/2015,mango
3844,27/06/2015,mango
1270,25/04/2015,mango
3574,20/06/2015,mango
1979,09/09/2015,mango
2326,13/11/2015,mango
3872,07/08/2015,mango
4078,14/11/2015,mango
3401,02/08/2015,mango
1565,15/10/2015,mango
2817,22/12/2015,mango
3562,30/12/2015,mango
3687,16/07/2015,mango
3775,07/07/2015,mango
2032,28/07/2015,mango
4437,28/07/2015,mango
4232,14/11/2015,mango
3195,14/06/2015,mango
2438,20/02/2015,mango
2380,01/06/2015,mango
3307,03/03/2015,mango
4558,03/04/2015,mango
3830,07/04/2015,mango
1930,18/04/2015,mango
3144,19/06/2015,mango
1857,10/09/2015,mango
4108,27/09/2015,mango
1123,12/11/2015,mango
4319,21/05/2015,mango
2204,16/07/2015,mango
1902,21/10/2015,mango
1917,23/01/2015,mango
3962,28/05/2015,mango
2504,02/08/2015,mango
1133,26/03/2015,mango
3064,02/01/2015,mango
4452,23/11/2015,mango
1435,14/01/2015,mango
4463,03/11/2015,mango
4340,06/08/2015,mango
3220,14/10/2015,mango
4473,07/09/2015,mango
2763,01/02/2015,mango
2469,12/01/2015,mango
2824,07/12/2015,mango
3351,14/10/2015,mango
4146,09/02/2015,mango
2880,19/06/2015,mango
3671,11/10/2015,mango
1322,19/10/2015,mango
1870,09/09/2015,mango
4215,31/05/2015,mango
3460,24/07/2015,mango
1703,21/02/2015,mango
1678,14/09/2015,mango
4603,21/01/2015,mango
4748,23/03/2015,mango
1113,29/03/2015,mango
3117,03/03/2015,mango
1972,02/06/2015,mango
2045,16/08/2015,mango
4347,07/03/2015,mango
2048,16/12/2015,mango
3683,04/12/2015,mango
3355,18/10/2015,mango
4563,16/05/2015,mango
3877,11/01/2015,mango
4787,25/05/2015,mango
4191,10/05/2015,mango
2015,12/05/2015,mango
1448,19/03/2015,mango
4848,23/06/2015,mango
4988,20/12/2015,mango
4019,06/08/2015,mango
2045,07/12/2015,mango
2327,04/08/2015,mango
4710,09/05/2015,mango
2484,20/06/2015,mango
2427,26/06/2015,mango
2326,29/11/2015,mango
2225,28/04/2015,mango
3915,05/03/2015,mango
4679,16/05/2015,mango
4352,20/07/2015,mango
2429,29/06/2015,mango
4024,16/10/2015,mango
1756,03/03/2015,mango
1386,31/07/2015,mango
4911,07/01/2015,mango
3803,23/12/2015,coconut
2865,04/11/2015,coconut
1301,03/11/2015,coconut
2575,13/03/2015,coconut
4323,17/12/2015,coconut
4702,08/11/2015,coconut
3393,15/02/2015,coconut
4117,11/08/2015,coconut
2494,13/06/2015,coconut
3579,17/08/2015,coconut
3738,24/05/2015,coconut
1550,14/05/2015,coconut
2623,10/10/2015,coconut
2389,04/06/2015,coconut
1957,31/01/2015,coconut
1012,27/03/2015,coconut
1332,03/04/2015,coconut
2488,19/08/2015,coconut
2203,27/06/2015,coconut
4162,22/12/2015,coconut
3811,14/04/2015,coconut
2918,16/03/2015,coconut
1624,22/12/2015,coconut
4774,16/07/2015,coconut
3419,05/12/2015,coconut
4734,12/07/2015,coconut
3298,28/04/2015,coconut
4941,14/02/2015,white cabbage
2676,15/08/2015,white cabbage
3023,28/07/2015,white cabbage
3552,16/06/2015,white cabbage
1663,07/02/2015,white cabbage
4564,08/07/2015,white cabbage
2295,25/02/2015,white cabbage
2851,16/03/2015,white cabbage
2001,21/08/2015,white cabbage
1232,21/01/2015,white cabbage
2958,14/06/2015,white cabbage
1555,27/03/2015,white cabbage
4019,24/07/2015,white cabbage
1174,11/02/2015,white cabbage
2838,10/11/2015,white cabbage
3973,10/06/2015,white cabbage
4934,06/09/2015,white cabbage
1086,28/12/2015,white cabbage
2272,16/05/2015,white cabbage
4748,07/05/2015,white cabbage
4484,27/11/2015,white cabbage
3326,30/04/2015,white cabbage
2293,08/05/2015,white cabbage
2975,24/10/2015,white cabbage
1734,13/07/2015,white cabbage
1846,19/07/2015,white cabbage
4867,29/10/2015,white cabbage
1444,16/12/2015,white cabbage
3018,27/06/2015,white cabbage
4762,30/10/2015,white cabbage
2364,11/05/2015,white cabbage
4196,09/07/2015,white cabbage
1514,28/02/2015,white cabbage
3442,14/11/2015,white cabbage
3165,11/01/2015,white cabbage
2608,19/09/2015,white cabbage
1327,09/08/2015,white cabbage
3363,07/01/2015,white cabbage
1456,18/09/2015,white cabbage
4985,28/02/2015,white cabbage
4440,21/09/2015,white cabbage
3076,08/12/2015,white cabbage
1617,10/02/2015,white cabbage
2755,06/02/2015,white cabbage
1636,19/09/2015,white cabbage
3112,19/05/2015,white cabbage
2805,17/08/2015,white cabbage
2610,26/02/2015,white cabbage
4924,14/09/2015,white cabbage
1480,21/11/2015,white cabbage
3947,16/04/2015,white cabbage
1627,11/04/2015,white cabbage
3523,19/04/2015,white cabbage
4543,23/10/2015,white cabbage
4642,03/12/2015,white cabbage
2360,18/02/2015,white cabbage
1483,27/06/2015,white cabbage
4662,17/11/2015,white cabbage
2956,02/12/2015,white cabbage
3178,03/01/2015,white cabbage
4265,12/12/2015,white cabbage
4294,03/12/2015,white cabbage
1138,24/02/2015,white cabbage
4881,26/03/2015,white cabbage
2715,08/01/2015,white cabbage
2782,09/06/2015,white cabbage
2012,29/03/2015,white cabbage
1311,29/06/2015,white cabbage
1936,15/08/2015,white cabbage
2293,24/06/2015,white cabbage
4727,11/04/2015,white cabbage
4929,27/07/2015,white cabbage
4065,07/07/2015,white cabbage
3739,06/08/2015,white cabbage
1835,22/06/2015,white cabbage
4831,27/02/2015,white cabbage
3488,21/12/2015,white cabbage
2295,21/03/2015,white cabbage
4207,08/07/2015,white cabbage
3432,04/04/2015,white cabbage
2446,08/09/2015,white cabbage
3501,27/07/2015,white cabbage
3744,08/12/2015,white cabbage
1233,20/03/2015,white cabbage
3620,18/06/2015,white cabbage
1929,10/07/2015,white cabbage
4941,15/01/2015,white cabbage
3547,07/10/2015,white cabbage
3400,04/03/2015,white cabbage
2595,23/01/2015,white cabbage
1092,27/07/2015,white cabbage
3899,22/04/2015,white cabbage
4662,25/08/2015,white cabbage
1517,01/08/2015,white cabbage
2159,30/04/2015,white cabbage
4848,14/10/2015,white cabbage
4314,02/05/2015,white cabbage
1355,28/03/2015,white cabbage
2271,02/01/2015,white cabbage
3451,31/08/2015,white cabbage
2151,03/08/2015,white cabbage
2584,31/03/2015,white cabbage
4889,03/02/2015,white cabbage
2448,29/12/2015,white cabbage
1380,09/04/2015,white cabbage
4782,16/08/2015,white cabbage
2315,15/09/2015,white cabbage
1021,07/11/2015,white cabbage
3858,27/03/2015,white cabbage
4294,02/03/2015,white cabbage
2747,30/08/2015,white cabbage
2524,05/12/2015,white cabbage
4503,22/03/2015,white cabbage
1048,18/10/2015,white cabbage
3038,11/01/2015,white cabbage
1430,12/11/2015,white cabbage
4725,01/09/2015,white cabbage
3571,17/06/2015,white cabbage
4073,02/11/2015,white cabbage
1624,04/02/2015,white cabbage
4345,28/01/2015,white cabbage
4826,17/01/2015,white cabbage
3204,08/05/2015,white cabbage
2646,11/11/2015,white cabbage
1769,30/12/2015,white cabbage
2164,19/03/2015,white cabbage
1304,30/04/2015,white cabbage
3735,20/04/2015,white cabbage
4890,22/04/2015,white cabbage
1079,09/09/2015,white cabbage
3993,18/02/2015,white cabbage
4281,03/04/2015,white cabbage
3104,04/06/2015,white cabbage
2816,01/10/2015,white cabbage
3208,20/11/2015,white cabbage
4268,25/04/2015,white cabbage
1048,06/10/2015,white cabbage
4831,19/02/2015,white cabbage
4998,14/10/2015,white cabbage
2188,28/11/2015,white cabbage
3255,24/05/2015,white cabbage
3891,03/07/2015,white cabbage
1067,20/07/2015,white cabbage
1992,02/08/2015,white cabbage
1261,21/05/2015,white cabbage
1736,29/08/2015,white cabbage
4950,22/04/2015,white cabbage
2481,24/11/2015,white cabbage
1211,24/05/2015,white cabbage
4664,26/05/2015,white cabbage
4054,06/05/2015,white cabbage
4069,03/05/2015,white cabbage
4175,29/01/2015,white cabbage
2158,01/08/2015,white cabbage
3633,14/07/2015,white cabbage
1220,09/02/2015,white cabbage
1999,24/08/2015,white cabbage
4828,11/10/2015,white cabbage
2977,03/01/2015,white cabbage
3741,21/11/2015,white cabbage
3154,05/01/2015,white cabbage
4873,27/04/2015,white cabbage
4420,25/02/2015,white cabbage
2171,31/03/2015,white cabbage
3329,21/02/2015,white cabbage
1609,17/12/2015,white cabbage
2102,10/05/2015,white cabbage
4189,07/04/2015,white cabbage
1761,09/08/2015,white cabbage
3861,07/07/2015,white cabbage
2294,10/05/2015,white cabbage
1177,14/10/2015,white cabbage
1500,06/01/2015,white cabbage
1199,21/11/2015,white cabbage
4130,06/11/2015,white cabbage
2242,05/06/2015,white cabbage
1427,26/11/2015,white cabbage
2471,13/08/2015,white cabbage
2563,03/06/2015,white cabbage
1489,23/06/2015,white cabbage
2683,11/08/2015,white cabbage
3152,24/11/2015,white cabbage
4187,28/10/2015,white cabbage
1584,26/01/2015,white cabbage
1063,23/01/2015,white cabbage
4798,24/08/2015,white cabbage
3709,26/10/2015,root vegetables
1495,09/01/2015,root vegetables
2507,25/08/2015,root vegetables
3894,13/12/2015,root vegetables
1456,18/09/2015,root vegetables
3822,07/03/2015,root vegetables
2808,05/05/2015,root vegetables
1085,15/08/2015,root vegetables
4667,12/01/2015,root vegetables
1058,10/11/2015,root vegetables
3332,31/01/2015,root vegetables
3235,28/12/2015,root vegetables
3929,28/04/2015,root vegetables
1683,26/05/2015,root vegetables
2763,13/02/2015,root vegetables
3313,08/04/2015,root vegetables
1491,17/10/2015,root vegetables
2067,12/08/2015,root vegetables
2857,18/02/2015,root vegetables
1757,23/12/2015,root vegetables
3474,25/08/2015,root vegetables
3523,09/11/2015,root vegetables
3668,18/12/2015,root vegetables
3141,29/07/2015,root vegetables
4640,25/09/2015,root vegetables
2193,08/04/2015,root vegetables
1856,26/10/2015,root vegetables
1753,21/08/2015,root vegetables
1283,22/09/2015,root vegetables
4387,10/02/2015,root vegetables
3587,05/08/2015,root vegetables
3470,19/02/2015,root vegetables
3456,16/06/2015,root vegetables
4254,20/07/2015,root vegetables
1412,05/07/2015,root vegetables
4502,22/11/2015,root vegetables
2561,26/02/2015,root vegetables
3066,30/11/2015,root vegetables
2499,22/11/2015,root vegetables
1819,09/09/2015,root vegetables
4144,06/11/2015,root vegetables
1279,19/07/2015,root vegetables
1190,11/06/2015,root vegetables
3241,20/09/2015,root vegetables
3801,23/10/2015,root vegetables
2517,28/01/2015,root vegetables
1212,31/07/2015,root vegetables
3184,24/10/2015,root vegetables
4133,27/07/2015,root vegetables
3176,17/01/2015,root vegetables
3755,14/04/2015,root vegetables
2571,02/05/2015,root vegetables
2084,15/08/2015,root vegetables
4293,05/07/2015,root vegetables
3433,01/10/2015,root vegetables
4550,09/11/2015,root vegetables
3385,16/02/2015,root vegetables
4614,23/02/2015,root vegetables
4666,02/12/2015,root vegetables
1696,02/03/2015,root vegetables
3309,17/05/2015,root vegetables
2815,10/09/2015,root vegetables
3443,23/10/2015,root vegetables
2401,19/12/2015,root vegetables
4793,24/11/2015,root vegetables
4180,11/11/2015,root vegetables
1819,18/12/2015,root vegetables
2904,17/09/2015,root vegetables
3982,29/09/2015,root vegetables
2509,20/04/2015,root vegetables
1524,05/12/2015,root vegetables
1514,11/01/2015,root vegetables
1814,22/01/2015,root vegetables
1357,06/09/2015,root vegetables
3257,13/02/2015,root vegetables
1407,29/04/2015,root vegetables
4576,05/08/2015,root vegetables
3430,26/01/2015,root vegetables
1197,22/11/2015,root vegetables
1348,13/06/2015,root vegetables
4814,12/02/2015,root vegetables
3309,02/09/2015,root vegetables
3793,07/08/2015,root vegetables
2101,07/01/2015,root vegetables
1821,20/04/2015,root vegetables
2741,11/09/2015,root vegetables
1608,13/11/2015,root vegetables
2298,16/08/2015,root vegetables
1184,16/06/2015,root vegetables
4600,12/02/2015,root vegetables
3637,22/12/2015,root vegetables
3168,16/12/2015,root vegetables
3077,19/01/2015,root vegetables
1092,16/05/2015,root vegetables
4380,03/11/2015,root vegetables
3295,28/07/2015,root vegetables
3276,30/06/2015,root vegetables
3582,31/03/2015,root vegetables
2767,27/01/2015,root vegetables
3697,03/10/2015,root vegetables
3803,06/10/2015,root vegetables
4179,06/03/2015,root vegetables
2891,02/07/2015,root vegetables
1881,05/06/2015,root vegetables
1122,25/06/2015,root vegetables
4154,02/07/2015,root vegetables
3824,12/02/2015,root vegetables
4862,15/05/2015,root vegetables
3480,07/05/2015,root vegetables
4784,11/09/2015,root vegetables
4504,04/09/2015,root vegetables
2934,11/05/2015,root vegetables
1080,14/05/2015,root vegetables
1472,19/09/2015,root vegetables
3781,21/04/2015,root vegetables
1993,22/05/2015,root vegetables
4856,18/01/2015,root vegetables
3208,24/06/2015,root vegetables
4485,25/07/2015,root vegetables
1869,16/05/2015,root vegetables
3973,28/01/2015,root vegetables
3775,27/10/2015,root vegetables
2521,14/12/2015,root vegetables
2654,03/03/2015,root vegetables
1924,17/11/2015,root vegetables
1998,15/05/2015,root vegetables
1098,27/09/2015,root vegetables
1884,05/08/2015,root vegetables
4877,20/06/2015,root vegetables
4038,06/11/2015,root vegetables
3180,19/10/2015,root vegetables
4688,01/08/2015,root vegetables
1364,20/06/2015,root vegetables
1408,23/07/2015,root vegetables
1154,06/04/2015,root vegetables
3539,24/01/2015,root vegetables
3893,15/04/2015,root vegetables
1484,24/02/2015,root vegetables
3370,12/11/2015,root vegetables
1472,06/07/2015,root vegetables
1844,10/02/2015,root vegetables
2063,27/11/2015,root vegetables
4680,22/08/2015,root vegetables
1835,01/04/2015,root vegetables
3750,28/02/2015,root vegetables
4985,26/12/2015,root vegetables
3704,22/01/2015,root vegetables
4460,12/07/2015,root vegetables
3811,11/05/2015,root vegetables
1360,05/02/2015,root vegetables
1720,05/12/2015,root vegetables
1939,30/10/2015,root vegetables
2499,24/04/2015,root vegetables
1627,11/02/2015,root vegetables
2939,03/08/2015,root vegetables
3380,16/05/2015,root vegetables
1026,28/05/2015,root vegetables
2604,12/02/2015,root vegetables
1389,18/02/2015,root vegetables
1911,02/06/2015,root vegetables
4031,14/01/2015,root vegetables
4940,21/08/2015,salt
4818,11/01/2015,salt
4729,08/04/2015,salt
3251,09/11/2015,salt
2215,22/07/2015,salt
1234,20/11/2015,salt
4996,20/02/2015,salt
2822,18/12/2015,salt
4760,02/04/2015,salt
4321,27/10/2015,salt
4156,03/08/2015,salt
3071,21/01/2015,salt
1403,25/03/2015,salt
1039,31/05/2015,salt
3309,21/01/2015,salt
4628,29/11/2015,salt
2916,13/06/2015,salt
4773,31/10/2015,salt
1437,15/08/2015,salt
4323,11/10/2015,asparagus
1848,27/06/2015,asparagus
2166,12/03/2015,asparagus
3611,13/02/2015,asparagus
3128,20/04/2015,asparagus
4620,11/03/2015,asparagus
4708,20/03/2015,asparagus
2874,15/02/2015,asparagus
2270,01/07/2015,asparagus
4851,20/12/2015,asparagus
2560,17/05/2015,asparagus
2932,20/03/2015,asparagus
4291,08/12/2015,asparagus
1971,18/09/2015,asparagus
3028,09/06/2015,asparagus
1709,22/04/2015,asparagus
2760,07/01/2015,asparagus
2943,20/06/2015,asparagus
3812,21/07/2015,asparagus
4487,10/07/2015,asparagus
2443,15/11/2015,asparagus
1674,04/12/2015,asparagus
3962,20/09/2015,asparagus
2620,14/12/2015,asparagus
1181,16/11/2015,asparagus
3449,08/03/2015,asparagus
3935,02/07/2015,asparagus
2440,06/06/2015,asparagus
4229,06/03/2015,asparagus
3720,28/05/2015,asparagus
1510,16/05/2015,asparagus
4243,02/04/2015,asparagus
4170,03/05/2015,asparagus
2441,30/05/2015,asparagus
1588,13/10/2015,asparagus
2166,10/12/2015,asparagus
2331,15/02/2015,asparagus
3612,27/09/2015,asparagus
2639,30/10/2015,asparagus
1873,19/09/2015,asparagus
3869,01/08/2015,asparagus
3978,23/07/2015,asparagus
1602,04/08/2015,asparagus
1564,23/10/2015,asparagus
2718,08/06/2015,asparagus
1604,18/08/2015,asparagus
1768,04/09/2015,asparagus
2096,25/01/2015,asparagus
3027,15/09/2015,asparagus
4155,24/09/2015,asparagus
4670,11/10/2015,asparagus
2490,18/12/2015,asparagus
2810,22/09/2015,asparagus
3896,10/09/2015,asparagus
2716,18/01/2015,asparagus
2825,29/12/2015,asparagus
3856,06/03/2015,asparagus
3911,30/07/2015,asparagus
2245,15/05/2015,asparagus
3987,18/06/2015,asparagus
4428,28/06/2015,asparagus
2577,25/10/2015,asparagus
4171,26/01/2015,asparagus
2349,26/02/2015,asparagus
1463,24/12/2015,asparagus
4686,19/08/2015,asparagus
1658,03/09/2015,asparagus
3423,02/06/2015,asparagus
1815,13/01/2015,asparagus
4189,11/09/2015,asparagus
4071,19/09/2015,asparagus
2109,28/10/2015,asparagus
4165,18/08/2015,asparagus
2899,06/09/2015,asparagus
3047,07/09/2015,asparagus
4464,21/10/2015,asparagus
3437,02/02/2015,asparagus
1231,14/10/2015,asparagus
2421,22/11/2015,asparagus
3742,22/08/2015,asparagus
4537,09/04/2015,asparagus
3764,05/10/2015,asparagus
3458,13/08/2015,asparagus
2580,11/04/2015,asparagus
3119,05/02/2015,asparagus
3910,28/02/2015,asparagus
4040,03/03/2015,asparagus
3926,07/06/2015,asparagus
2688,11/04/2015,asparagus
3698,30/08/2015,asparagus
4214,20/03/2015,asparagus
2419,07/04/2015,asparagus
1467,02/05/2015,asparagus
3592,10/06/2015,asparagus
1242,18/05/2015,asparagus
4291,09/12/2015,asparagus
2732,02/04/2015,asparagus
1538,08/03/2015,asparagus
4509,23/07/2015,asparagus
1955,13/02/2015,asparagus
3130,02/05/2015,asparagus
2240,07/07/2015,asparagus
3601,03/02/2015,asparagus
3445,15/02/2015,asparagus
3231,31/03/2015,asparagus
4866,21/08/2015,asparagus
4455,26/12/2015,asparagus
3465,30/07/2015,asparagus
4221,04/01/2015,asparagus
3364,29/06/2015,asparagus
3354,27/01/2015,asparagus
4612,30/04/2015,asparagus
1615,25/01/2015,asparagus
3597,07/07/2015,asparagus
2715,15/03/2015,asparagus
2073,04/02/2015,asparagus
1785,21/12/2015,asparagus
1528,20/02/2015,asparagus
2171,02/08/2015,asparagus
2874,05/01/2015,asparagus
3369,29/12/2015,asparagus
2696,09/05/2015,asparagus
4453,02/08/2015,asparagus
4776,08/02/2015,asparagus
1777,11/07/2015,asparagus
2178,03/05/2015,asparagus
3035,08/11/2015,asparagus
1464,07/03/2015,asparagus
2654,25/11/2015,asparagus
3726,26/05/2015,asparagus
1742,12/12/2015,asparagus
1907,19/07/2015,asparagus
4596,05/06/2015,asparagus
1484,27/08/2015,asparagus
3595,23/03/2015,asparagus
4538,28/11/2015,asparagus
2855,08/11/2015,asparagus
1788,09/10/2015,asparagus
2406,07/12/2015,asparagus
3092,24/12/2015,asparagus
1290,22/09/2015,asparagus
3707,26/06/2015,asparagus
2455,04/01/2015,asparagus
3888,13/12/2015,asparagus
4971,17/05/2015,asparagus
3856,22/03/2015,asparagus
4187,31/07/2015,asparagus
4433,25/03/2015,asparagus
3872,22/01/2015,asparagus
3048,10/11/2015,asparagus
2947,16/07/2015,asparagus
3061,17/08/2015,asparagus
1818,04/07/2015,asparagus
1932,12/05/2015,asparagus
3175,26/02/2015,asparagus
2092,04/09/2015,asparagus
3581,16/01/2015,asparagus
3642,24/02/2015,asparagus
2957,19/09/2015,asparagus
4585,28/09/2015,asparagus
3637,10/07/2015,asparagus
2903,08/08/2015,asparagus
2230,28/05/2015,asparagus
4207,28/08/2015,asparagus
4676,15/01/2015,asparagus
2560,26/11/2015,asparagus
4301,01/05/2015,asparagus
2986,11/01/2015,asparagus
3046,31/03/2015,asparagus
2636,11/09/2015,asparagus
1366,25/10/2015,asparagus
2031,26/02/2015,asparagus
2687,31/07/2015,asparagus
4468,24/03/2015,asparagus
3691,24/08/2015,asparagus
2003,23/11/2015,asparagus
1571,24/05/2015,asparagus
1465,03/02/2015,asparagus
1843,24/02/2015,asparagus
3483,20/03/2015,asparagus
3148,09/03/2015,asparagus
1780,21/09/2015,asparagus
1605,06/07/2015,asparagus
3484,10/10/2015,asparagus
3463,16/05/2015,asparagus
1531,19/01/2015,asparagus
3394,13/12/2015,asparagus
4671,01/08/2015,asparagus
1275,17/02/2015,asparagus
1087,19/03/2015,asparagus
4277,09/08/2015,asparagus
4625,07/04/2015,asparagus
1983,09/08/2015,asparagus
3044,05/01/2015,asparagus
2394,17/02/2015,asparagus
1526,26/11/2015,asparagus
2909,08/05/2015,asparagus
4226,06/12/2015,asparagus
1395,12/10/2015,asparagus
1477,20/11/2015,asparagus
3094,13/06/2015,asparagus
3745,26/08/2015,asparagus
4994,08/02/2015,asparagus
2380,07/01/2015,asparagus
3760,04/06/2015,asparagus
3098,04/09/2015,asparagus
2561,19/08/2015,asparagus
2343,30/05/2015,asparagus
1751,25/03/2015,asparagus
1730,24/01/2015,asparagus
4793,04/11/2015,asparagus
3961,05/03/2015,asparagus
4017,11/10/2015,asparagus
1796,15/08/2015,asparagus
2055,02/05/2015,asparagus
3071,13/06/2015,asparagus
4864,05/07/2015,asparagus
2273,26/10/2015,asparagus
3481,04/10/2015,asparagus
3900,07/07/2015,asparagus
3179,21/03/2015,asparagus
4722,13/10/2015,asparagus
3746,13/07/2015,asparagus
1329,29/03/2015,asparagus
4778,26/04/2015,asparagus
2019,09/10/2015,asparagus
1398,15/04/2015,asparagus
4869,03/04/2015,asparagus
4938,24/11/2015,asparagus
2020,19/11/2015,asparagus
2794,29/09/2015,asparagus
2365,21/06/2015,asparagus
3409,20/05/2015,asparagus
4388,20/03/2015,asparagus
1790,29/03/2015,asparagus
3797,20/01/2015,asparagus
1277,01/12/2015,asparagus
2311,01/11/2015,asparagus
1599,13/10/2015,asparagus
4548,30/07/2015,asparagus
3908,10/07/2015,asparagus
1513,12/11/2015,asparagus
2131,27/08/2015,asparagus
2876,09/09/2015,asparagus
4246,01/12/2015,asparagus
2682,28/06/2015,asparagus
1094,08/09/2015,asparagus
1256,02/08/2015,asparagus
3225,25/02/2015,asparagus
4787,12/08/2015,asparagus
3297,08/02/2015,asparagus
3982,25/07/2015,asparagus
3445,01/10/2015,asparagus
3953,13/05/2015,asparagus
3589,05/10/2015,asparagus
3537,12/07/2015,asparagus
1331,29/04/2015,asparagus
3353,13/04/2015,asparagus
3770,13/01/2015,asparagus
3790,26/07/2015,asparagus
4895,07/09/2015,asparagus
4375,05/10/2015,asparagus
4319,08/11/2015,asparagus
2261,29/06/2015,asparagus
2517,28/01/2015,asparagus
4148,09/02/2015,asparagus
3676,24/10/2015,asparagus
4230,15/03/2015,asparagus
3657,22/01/2015,asparagus
2706,14/08/2015,asparagus
1391,19/03/2015,asparagus
3347,05/06/2015,asparagus
3590,27/02/2015,asparagus
3690,21/05/2015,asparagus
4295,24/03/2015,asparagus
1832,17/11/2015,asparagus
2876,22/03/2015,asparagus
1058,06/04/2015,asparagus
4933,02/01/2015,asparagus
2882,26/04/2015,asparagus
3534,11/11/2015,asparagus
1327,04/07/2015,asparagus
4734,10/02/2015,asparagus
4312,14/12/2015,asparagus
1253,20/06/2015,asparagus
2260,30/10/2015,asparagus
1846,29/11/2015,asparagus
4303,22/02/2015,asparagus
1235,01/01/2015,asparagus
1827,07/05/2015,asparagus
4787,17/05/2015,asparagus
4364,05/09/2015,asparagus
4898,26/07/2015,asparagus
2680,03/01/2015,asparagus
2540,05/03/2015,asparagus
2340,12/07/2015,asparagus
4336,10/10/2015,asparagus
4335,10/06/2015,asparagus
4344,01/03/2015,asparagus
1648,27/02/2015,asparagus
1753,26/02/2015,asparagus
3712,20/12/2015,asparagus
2537,07/05/2015,asparagus
4267,13/09/2015,asparagus
4105,03/12/2015,asparagus
3578,16/05/2015,asparagus
2238,06/12/2015,asparagus
1466,01/12/2015,asparagus
3321,13/07/2015,asparagus
2101,20/12/2015,asparagus
1276,28/04/2015,asparagus
2786,25/03/2015,asparagus
1295,28/01/2015,asparagus
2942,01/02/2015,asparagus
2932,22/01/2015,asparagus
2239,13/12/2015,asparagus
3531,29/08/2015,asparagus
4324,05/01/2015,asparagus
4572,29/10/2015,asparagus
1090,31/08/2015,asparagus
1183,12/06/2015,asparagus
3608,12/10/2015,asparagus
1969,23/07/2015,asparagus
3579,02/06/2015,asparagus
2381,13/01/2015,asparagus
4368,12/10/2015,asparagus
2631,27/09/2015,asparagus
4761,08/09/2015,asparagus
2888,05/09/2015,asparagus
2376,28/05/2015,asparagus
1416,04/03/2015,asparagus
4658,14/07/2015,asparagus
1909,10/01/2015,asparagus
2519,14/03/2015,asparagus
2568,09/10/2015,asparagus
3259,02/09/2015,asparagus
2408,25/03/2015,asparagus
4292,27/03/2015,asparagus
4682,17/05/2015,asparagus
4665,26/02/2015,asparagus
4943,28/07/2015,asparagus
1950,23/10/2015,asparagus
3205,20/03/2015,asparagus
1655,20/11/2015,asparagus
4667,23/02/2015,asparagus
3406,17/05/2015,asparagus
4589,08/12/2015,asparagus
2061,15/12/2015,asparagus
4716,01/03/2015,asparagus
